"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00519475","WAILUA UH EXPERIMENTAL STATION, HI US","22.06583","-159.39611","167.6","2020-10-21",,,,,"0.01",",,H",,,,,,,,
"USC00519475","WAILUA UH EXPERIMENTAL STATION, HI US","22.06583","-159.39611","167.6","2020-10-22",,,,,"0.03",",,H",,,,,,,,
"USC00519475","WAILUA UH EXPERIMENTAL STATION, HI US","22.06583","-159.39611","167.6","2020-10-24",,,,,"0.02",",,H",,,,,,,,
"USC00519475","WAILUA UH EXPERIMENTAL STATION, HI US","22.06583","-159.39611","167.6","2020-10-25",,,,,"0.10",",,H",,,,,,,,
"USC00519475","WAILUA UH EXPERIMENTAL STATION, HI US","22.06583","-159.39611","167.6","2020-10-26",,,,,"0.55",",,H",,,,,,,,
"USC00519475","WAILUA UH EXPERIMENTAL STATION, HI US","22.06583","-159.39611","167.6","2020-10-29",,,,,"0.00",",,H",,,,,,,,
"USC00519475","WAILUA UH EXPERIMENTAL STATION, HI US","22.06583","-159.39611","167.6","2020-10-30",,,,,"0.00",",,H",,,,,,,,
"USC00519475","WAILUA UH EXPERIMENTAL STATION, HI US","22.06583","-159.39611","167.6","2020-10-31",,,,,"0.01",",,H",,,,,,,,
"USC00519475","WAILUA UH EXPERIMENTAL STATION, HI US","22.06583","-159.39611","167.6","2020-11-05",,,,,"0.10",",,H",,,,,,,,
"USC00519475","WAILUA UH EXPERIMENTAL STATION, HI US","22.06583","-159.39611","167.6","2020-11-08",,,,,"0.22",",,H",,,,,,,,
"USC00519475","WAILUA UH EXPERIMENTAL STATION, HI US","22.06583","-159.39611","167.6","2020-11-09",,,,,"0.41",",,H",,,,,,,,
"USC00519475","WAILUA UH EXPERIMENTAL STATION, HI US","22.06583","-159.39611","167.6","2020-11-10",,,,,"0.36",",,H",,,,,,,,
"USC00519475","WAILUA UH EXPERIMENTAL STATION, HI US","22.06583","-159.39611","167.6","2020-11-11",,,,,"0.32",",,H",,,,,,,,
"USC00519475","WAILUA UH EXPERIMENTAL STATION, HI US","22.06583","-159.39611","167.6","2020-11-14",,,,,"0.34",",,H",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-01",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-02",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-03",,,,,"0.92",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-04",,,,,"0.08",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-07","    3",",,N","0.35",",,N",,,,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-08",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-09",,,,,"0.03",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-10",,,,,"0.18",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-11",,,,,"0.17",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-12",,,,,"0.04",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-13",,,,,"0.20",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-14",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-15",,,,,"0.04",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-16",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-17",,,,,"0.39",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-18",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-19",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-20",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-21",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-22",,,,,"0.05",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-23",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-24",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-25",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-26",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-27",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-28",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-29",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-30",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-01-31",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-01",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-02",,,,,"0.27",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-03",,,,,"0.03",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-04",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-05",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-06",,,,,"0.69",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-07",,,,,"0.40",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-08",,,,,"0.20",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-09",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-10",,,,,"0.80",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-11",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-12",,,,,"0.68",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-13",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-14",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-15",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-16",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-17",,,,,"0.04",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-18",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-19",,,,,"0.04",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-20",,,,,"0.03",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-21",,,,,"0.25",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-22",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-23",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-24",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-25",,,,,"0.04",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-26",,,,,"0.05",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-27",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-28",,,,,"0.05",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-02-29",,,,,"0.16",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-01",,,,,"0.08",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-02",,,,,"0.30",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-03",,,,,"1.25",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-04",,,,,"0.02",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-05",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-06",,,,,"0.06",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-07",,,,,"0.07",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-08",,,,,"0.00","T,,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-09",,,,,"0.02",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-10",,,,,"0.17",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-11",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-12",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-13",,,,,"0.55",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-16",,,,,"1.35",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-17",,,,,"6.64",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-18",,,,,"3.08",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-19",,,,,"0.97",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-20",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-21",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-22",,,,,"0.27",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-23",,,,,"0.06",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-24",,,,,"0.04",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-25",,,,,"0.14",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-26",,,,,"0.05",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-27",,,,,"0.25",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-28",,,,,"2.44",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-29",,,,,"0.36",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-30",,,,,"0.04",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-03-31",,,,,"0.05",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-01",,,,,"0.06",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-02",,,,,"0.20",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-03",,,,,"0.95",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-04",,,,,"0.38",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-05",,,,,"1.55",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-06",,,,,"0.16",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-07",,,,,"0.59",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-08",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-09",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-10",,,,,"0.00","T,,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-11",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-12",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-13",,,,,"0.02",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-14",,,,,"2.28",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-15",,,,,"0.03",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-16",,,,,"0.00","T,,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-17",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-18",,,,,"0.00","T,,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-19",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-20",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-21",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-22",,,,,"0.06",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-23",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-24",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-25",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-26",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-27",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-28",,,,,"0.04",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-29",,,,,"0.06",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-04-30",,,,,"0.09",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-01",,,,,"0.00","T,,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-02",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-03",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-04",,,,,"0.00","T,,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-05",,,,,"0.04",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-06",,,,,"0.27",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-07",,,,,"0.90",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-08",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-09",,,,,"0.02",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-10",,,,,"0.05",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-11",,,,,"0.00","T,,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-12",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-13",,,,,"0.63",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-14",,,,,"0.02",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-15",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-16",,,,,"0.11",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-17",,,,,"0.05",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-18",,,,,"0.31",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-19",,,,,"0.09",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-20",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-21",,,,,"0.03",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-22",,,,,"0.15",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-23",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-24",,,,,"0.02",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-25",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-26",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-27",,,,,"0.14",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-28",,,,,"0.08",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-29",,,,,"0.03",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-30",,,,,"0.04",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-05-31",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-01",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-02",,,,,"0.08",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-03",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-04",,,,,"0.04",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-05",,,,,"0.03",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-06",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-07",,,,,"0.04",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-08",,,,,"0.18",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-09",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-10",,,,,"0.13",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-11",,,,,"0.00","T,,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-12",,,,,"0.06",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-13",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-14",,,,,"0.00","T,,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-15",,,,,"0.04",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-16",,,,,"0.00","T,,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-17",,,,,"0.30",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-18",,,,,"0.03",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-19",,,,,"0.08",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-20",,,,,"0.04",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-21",,,,,"0.44",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-22",,,,,"0.06",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-23",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-24",,,,,"0.01",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-25",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-26",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-27",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-28",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-29",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-06-30",,,,,"0.00",",,N",,,,,,,,
"US1HIKI0021","ANAHOLA 2.8 N, HI US","22.186885","-159.323565","73.8","2020-07-01",,,,,"0.00",",,N",,,,,,,,
